"So I have had these bad boys for about 2 weeks now. Let me tell you they work great! They came in the mail brand new sealed with all the cords and case. These have been used for gym workouts and casual listening. They do become slippery when working out hard, so I would not recommend running with these. I was skeptical at first but I have bad no issues so far. Make sure to buy a hard case as well to keep them safe!! Stand by for a later update!

UPDATE:
Going on 2 months now and they are still running strong. I used them mainly for workouts, running, and plane rides. No issues that I can detect. These are worth the money!

9 month review!!! These are still amazing. No issues yet. Keep in mind these are beats and very fragile.",5.0 out of 5 stars
"Be careful. These are advertised as new and sold by Amazon directly; however, when they arrived, they don't work at all. Did not pair initially, then once paired, it went back into pairing mode every 2-3 minutes and kept losing bluetooth. Would not turn on if it was not plugged in and would not do a software update. Contacted Apple for support and it turns out the serial number on the headphones do not match the serial number on the box they came in. Apple says according to the serial number on the device, they were purchased last fall and are NOT new and have already been reported as defective. I'm very angry after spending this much on headphones, I expect them to be new and defect free. Returning for a refund and will shop elsewhere.",1.0 out of 5 stars
"I bought these particilar set of headphones for my grandson on May 27,2017. He was so excited! He receieved the headphones on May 29,2017. Three weeks ago the headphones broke . I told him it would be no problem as we bought the Square Trade insurance. Imagine my surprise to find out there was no insurance, In my grandson’s excitement he may not have done so. Nevertheless these expensive headphones should not break in four months time. I saw on order site that there was no restution for this product as the allotted time had expired.
The outcome of the product has really bothered me. Thus this email. I want to warm people against buying these particular set of headphones especially with the Holiday season around the corner. My grandson is almost 15 years old and is a responsible boy with expensive “toys”. $200+ is a lot of money to end up throwing away.
Bobbie Imbilli",1.0 out of 5 stars
"So sad, I really wanted to like these. I used to love Beats.
The GOOD - And as far as looks go, the are fabulous - I got the rose gold & they are one of the only headphone that I actual feel fashionable wearing.
And they fit my ‘girly’ head; meaning that almost all great headphones seem to be made for guys. Why is that?! Don’t girls want the fabulous sounding headphones too (rhetorical question). Thus these fit comfortably AND they don’t look like I’m about to pilot a helicopter, mow the lawn or on the tarmac directing airplanes.
To repeat - this look and feel awesome!!
Now the BAD - the sound quality is lame. What happened Beats?? Dre?
I’m guessing that these are made to appeal to a wide variety of listening tastes.
Yes, they are probably better than most headphones made for general call/cell phone use.
Oh also GOOD - they pair flawlessly with my iPhone 7. Easy as pie to set up. And they auto connect perfectly. Also, they seem to have a better than most headphones length of Bluetooth connection.
But I must go back to my original point - the bass and over all rich quality of sold is totally lacking. It’s not horrible but it’s like listening to music “lite”, good but not great. Kinda like eating fat frozen yogurt, it isn’t bad, but is it it Haagen-Dazs... not even close",2.0 out of 5 stars
"These are not made for anyone looking to seriously exercise in them. After 6 months the fake leather covering the ear pieces came off from sweat and that is even with beats protectors on. It’s now June 2018, so they two month out of the one year warranty and they simply snapped in half when I was taking them off at the gym. I keep them in a hard shell case, not rough on them. They simply feel apart from exposure to sweat during workouts. I’m very VERY disappointed",2.0 out of 5 stars
"I got this item yesterday. I felt good so far use this product. I got new box without any straches or missing cable. All complete and new. I think this original product. I like use this when I was running on treadmill or doing exercise, but I'm not using everyday. I hope after use it still going well. Thank you",5.0 out of 5 stars
"When they worked, the sound quality was good, and it didn’t take long to charge. I bought them in August (gave them to my daughter in September for her birthday), and the mic cord came apart almost immediately - the mic cover came off). By January 1st, one side didn’t work. We’d gotten her a set of wired Beats a few years ago, and she treated them very well. The leather wore out around the ears, but there wasn’t a scratch, and she insisted they were still perfect. Because she was so good with them and used them so much, we surprised her with these wireless ones. The problems with the mic and one side were not caused by damage. The glossy finish is still in perfect condition, and she is meticulous with her things. I’m just so disappointed in the quality. The wired ones we bought a few years ago (3 sets) still work; so I guess we won’t be upgrading to wireless anytime soon.",1.0 out of 5 stars
"RETURNING!!!! I opened the box and the first thing I noticed was that the headphone case was cheap. I own a pair of the Solo 2 and the case is nice soft material. This feels like a cheap backpack from the dollar store. The biggest problem was the Bluetooth. I would connect to my phone and after only 5 seconds it would disconnect every time, even when I stayed close to my phone it still disconnected within seconds, after trying over 10 times, with 4/5 battery life. I am very disappointed in the company who sent me this junk. Never buying from these people again. Buy from Best Buy. I just saw that they are $10 cheaper, and more trust worthy, straight from the store. 1/10, 0/10 if I could. Buyers Beware!!!!!",1.0 out of 5 stars
"Beats Solo3 is not the best audio out there, but the crazy thing is that I find myself wearing them more often than another $500 pair of headphones that I have just because they are so convenient and easy. They fold up small and are easy to carry in a backpack, holding up well to pretty tough treatment. The battery lasts forever and if it does die, you can get a whole study session of juice for like 5 minutes of charging. Connecting to my MacBook, iPhone, or iPad is so easy using the M1 chip and the syncing of settings through iCloud that it makes connecting other bluetooth devices seem super cumbersome: Just turn the Solo3 and choose it from your list of devices (no need to disconnect from one device before connecting to the next). And finally, they look good and are very comfortable.

So even though they aren't the best headphones I own, they end up being the ones I use the most because of how convenient, tough, long-lasting, and easy they are. Even though I said the sound isn't the best, the sound is great. The only time that I can discern that they are inferior is head-to-head, and even then, for some types of music these are preferred. They are certainly tuned to handle bass quite well, but they aren't overly bass-heavy as some other reviews indicate. So the sound is more than passable, quite good, and even superior for some music.",5.0 out of 5 stars
"A lot of people always seem to nitpick about about the items that they purchase off of Amazon. They always talk about how the sound quality could have been better, they always somehow find a reason that they think it's good enough to complain about the comfortability. Here's what I think about the beats that I bought:

They are one of the best headphones a person can ask for. I do not understand why people tend to complain about the comfortability when they have cushions for your ears. That's what's really important when it comes to wearing headphones that goes over your head. The sound quality is exactly what you would expect from a popular company. The sound quality is amazing along with the different colors that you can buy. When I first bought my headphones I had a question mark over my head because it wasn't turning on, but that was only because it needed to be charged. And that is the beauty of Beats Solo 3, if your headphones is dead, you can also still play music with the wires, just simply plug it in your phone and in your Beats.
I do not know if it is just me because due to the fact that I lost my other pair of Beats it's been such a long time since I touched it let alone wear it, they do seem to feel fragile, all the more reason to place a warranty on an item that happens to feel fragile. Now the question that everybody seems to be asking is ""is it true that it only takes about 5 minutes to charge the headphones completely, and is it true that the battery life last up to 40 hours."" Well the answer depends on how much you use your headphones. There is 5 LED lights that indicates the percentage of your battery of the headphones. If the LED light is on the third light, that just means that you are at least 50 to 75% of battery life left so in other words, it would take a roughly 5 to 10 minutes to charge it which isn't bad. But ultimately it is pretty fast when it comes to charging headphones especially when it turns out to be Wireless. The volume button Works along with the pause and play button, the button that turns on the wireless headphones work. It even makes that musical noise when you are officially connected to your device, and it does it again when you turn it off. I am able to extend the headphones. I am able to fold them which is a definitely a must for me because when I am finished with my headphones for the day I usually fold them.

In conclusion, if something happens to your headphone such as a shortage on the right or left side of the headphones, if you have a warranty all you have to do is just call Apple and they should be able to fix it either call Apple or whatever warranty you are affiliated with. In addition, if you have a computer or a laptop you should download this beat app where you able to update the headphones, I will not go into details but you could always look it up on your spare time. With that being said I'm giving this product and five star and whoever purchase it in the future, I can almost guarantee that you will enjoy what you bought. Not to mention that this was on sale because originally it was $300. Now in the beginning of my review I was talking about how people tend to nitpick and and complain about things that can be easily fixed. And I was very serious about that, they are the ones who bought the item off of Amazon if something happens to that item it doesn't take as much to file a complain and get a refund and get your money back after you give them back what has been broken. Since a lot of people gave it a one-star, I had to double think about me buying this. But when I purchased it it turns out to be great just as I was expecting, no issues to the point where I would want a refund.

Oh and by the way, the true difference between Beats Solo 3 wireless and Studio 3 is that studio 3 have the ability to cancel out noise, solo 3 although you are able to increase your volume the point where you are not able to hear a single thing from the outside world, there is still a chance where despite your volume being all the way up the environment that is around you could be louder than your music. So it is not fully a noise cancellation headphones. But these headphones are beneficial for me because I'm not always in an environment that is loud enough to where I have to blast it up to 100.

And this is where my review ends",5.0 out of 5 stars
"Audio quality is amazing and the design is, of course, slick. However this is the second time I've made a Beats purchase, and I've decided I won't be purchasing anymore of their products. Maybe it's because I use headphones so much, but with both products, they lasted less than half a year before something went wrong. In this case, the cushion was coming apart, and I was having trouble connecting with my laptop several times. Sometimes it would disconnect out of the blue and I would have to restart my laptop to get it to connect again. They weren't very comfortable on my ears either, so I think I'd prefer an over-the-ear headphones because this one squishes down on mine. It's a shame because the audio really is amazing! And I love the design and color, but for this price, it's not worth buying, at least not for me.",3.0 out of 5 stars
"Got 2 pairs at once for me and my girlfriend who use them all the time with our iPhones. I have an iPhone 7 and she has an iPhone 6. I love the new pairing tech apple has in the iPhone 7's and up and these headphones are just great. You can use wires if you want to, which I think maybe makes the base a little better, though I am not sure how accurate that is. Either way, I LOVE THESE headphones! One thing I am surprised about is the battery life on these things. I charge them once a week and often fall asleep with them on Audible and wake up to them still playing all night and still only charge about once a week. The battery life is amazing, the range is amazing, the weight and design, packaging and comfort is just all top notch. I thought the battery life might be due to the W1 chip in my iphone 7 which uses the same tech as the Air Buds, but my girlfriend who uses regular bluetooth with her iPhone 6 reports the same ridiculous battery life. She also says that she charges hers once or twice a week. These are easily the most comfortable beats thus far for over the ear. Head fatigue is almost non existent.",5.0 out of 5 stars
"Item arrived on time and well packaged. This was my first ever Beats product and I absolutely love it. These headphones are much better in my opinion than either the Bose noise cancelling headphones or the Jabra headphones I have used in the past. Excellent sound with rich bass and easy to use functions. As others have mentioned these headphones do have a deep bass sound which I think is great. The re-chargebale battery is wonderful and I still have not had to charge them after a month of a fair amount of use. They even fold up to put into the little storage bag that comes with them. These headphones work particularly well with my Apple devices as there is an Apple wireless chip in them. These are great mid-range headphones for a fair price. Quite frankly, these are the best headphones I have ever had. I highly recommend them.",5.0 out of 5 stars
"Just a heads up, these are knock offs. Pieces were falling apart the second I opened the box so that was my original reason I started the return process. I had no experience with beats so after I decided to return them because they were falling apart I went to Best Buy and tried on a pair, when then I realized they were not the same thing at all. I’m really surprised amazon is allowing this. I didn’t believe the other reviews, I thought they had some accidental fluke. Nope, they’re completely fake and very cheap bad plastic. Save your money and your time. $20 ear buds would be a wiser purchase, or save a little more and buy the real thing.",1.0 out of 5 stars
"The sound was good, but the ear piece part was small for my taste. It put a lot of pressure on the outside of my ears...it wasn't super comfortable. If you have large ears, you may want to try them on first. But sound wise, they were great.",3.0 out of 5 stars
"Let me start by saying that I got Beats after they lowered the price to $150 (I think they were $300 or something like that before September 2019). If I had to pay $300 I'd probably send them back and try some other brands known for the sound quality (Bose, Sony). Anyway, for $150 I'm pretty happy with the purchase.
First of all, they are very stylish. If you're looking for a product with a cool design, you won't be disappointed. I personally like the way they look and it feels good to have them on. Beats are easily adjustable, not too heavy, overall they fit pretty well.
It's super easy to connect them to all Apple devices. iPhone, iPad, MacBook, you name it. I connect them to a few different devices and never have any issues.
Unfortunately, the sound is not that great. It's not bad but I personally don't see any difference between beats and regular AirPods. I was expecting more for $300 headphones. Also, I don't recommend using beats when you work out and move a lot (running, jumping, cardio exercises). Other than that I have nothing to complain about. I think they are worth $150 but this review would be way different if the price was 2x higher.",4.0 out of 5 stars
"These headphones are great! They are authentic and come in the original packaging. I use them mostly to study (I listen to static noise) and I wear them during my runs. They fit a little snug, but that may be because I have a large head. They feel most comfortable without my glasses and earrings.
When I listen to music the sound quality is amazing. I put them on when I am cooking and it really puts me in the groove. My chef skills have definitely been enhanced following the purchase of these headphones. If you can't cook, buy Beats for some good eats!",5.0 out of 5 stars
"This purchase was a part of my rookie intro into headphones. I travel about 80% of the time with my job, airborne, and was having a hard time finding headphones that were both compact and functional. I bought these on a whim during Amazon prime day - since they were on sale - and only wore them a handful of times. They are nice and have good sound quality, but after only 30 minutes of use, start to REALLY hurt your ears... Especially since they sit right on top of your ears. To put it into perspective - I am a petite framed female with normal to small ears. I imagine if they are uncomfortable on me (5’2 / Small oval shaped head) they would certainly be uncomfortable on most people. I ended up purchasing Bose QuietComfort 35. The price point hurt, but holy %*!@ has it been worth it. I can wear my Bose headphones all day (literally) with zero discomfort. Plus, you can remotely manage them with their app. My advice - spend the extra money and buy something else. Even my cheap pair of Sony headphones were more comfortable than the Beats. Not hating - hoping this helps.",2.0 out of 5 stars
"Like many others, I read the reviews of all products and filter out the reviews I feel are retaliatory or based on a shipping/seller problem verses a product issue. BUT, in this case my biggest and only issue with the Beats Solo3 is the product! It's made from cheap materials and not as impressive as the marketing campaign that launched the Beats brand. They are made of flimsy plastic, the ear cushions are made of foam and pleather that becomes oily, have fit issues, fiction and performance problems and the additional heat they generate around your ears is astonishing (maybe i should use these while snowboarding)! I've had mine for 5 months and shocked on how many issues I've had so far. Some background, I buy A LOT of items through Amazon and other retailers (some people might say I have a problem, I say I have my PhD) and this one of the worst purchases I've made! Issues I've experienced so far include; won't charge, won't turn on, won't turn off, Bluetooth not connecting to an iPhone or the car, pleather ear covering ripped on the left ear, plastic sleeve housing left speaker broke and now held together with rubber bands (about to upgrade them to electrical tape though 👍🏼) now the entire left ear housing has broken and will also get the electrical tape treatment. DO NOT waste your money or PLEASE go into a store so you can see them for yourselves and you'll be prepared for what your getting. I wish I could still return mine......procrastination gets you every time!!!
*First time I've been truly let down by a product and by Amazon for carrying and charging a premium for a overly hyped, celebrity endorsed, lackluster product.",1.0 out of 5 stars
"I keep it simple sounds good battery life is good they are comfortable I don't like headphones that cover my entire ear cause they make my ears hot and I cant keep them on for long periods of times so there not many options out there for on ear headphones really most of them are like studio headphones and the ones that are not they are not stylish, things I don't like much are they slip off my head every time I bend they are slippery they over price in my opinion the adjustable size looks cheap the open up just grabbing it by accident for me they are delicate headphone you got to be careful with them if you want them to last. so for me they are ok cause my options are limited and I bought this with a amazon gift card so it was more like a gift didn't use my own money.",3.0 out of 5 stars
"These cheats are crap, the faux leather peeled and my kids can't wear them, theres no way to fix them as the plastic leather wont stay in place, my kids are dissapointed and Im out big money for headphones.",1.0 out of 5 stars
"I had the Beats Studio Wireless before I got these Beats Solo 3. The reason I got these was because of the Apple chip inside of them that makes it easy to connect them to your Apple products. Let me just say, connecting has never been easier. It just pops up and your connected. Done. Other than that, they look and sound great. They sound just as good as the Studios but I like how they are smaller. They do wear on your ears and the top of your head after a couple of hours of use. You'll need a little bit of a break. However, I enjoy these more than my Beats Studio Wireless head phones. The gold color looks just like the iPhone gold as well. A really sleek pair. Lastly, the battery life is unreal. They last FOREVER. I went a month until I had to charge them again with moderate use. They charge very quickly too. Battery life is not an issue with these. If you want a great, stylish, pair of headphones that sound great pick up a pair of these. If you have an iPhone these are a must with how flawlessly they work with the Apple devices. Highly recommend.",5.0 out of 5 stars
"I used to have the Solo 2 wired beats and, after many cable replacements, I figured an upgrade to the wireless would be my solution. After nearly a year without beats, considering my stubborn self didn't want to pay for yet another replacement cable, getting back to these was like heaven. They sound absolutely amazing, providing a wide range and and depth in the music. I barely put them up past half the volume and am just stunned by the quality. Even though the Solo 2 were already fantastic, they truly outdid themselves on the Solo 3.

My only issue, which I'm unsure if it's an issue for everyone or just me, is that the clip for the bag and accessories was rather loose and did not close correctly. This caused me to lose all of my accessories and the bag. Luckily I had been wearing the beats at the time so I didn't lose those but I was incredibly upset that I could have and did lose some stuff. However, Amazon support was great and solved the problem quickly.

All in all, I really love these headphones so much. They have a great feel and sound and the ability to go cordless is such a fantastic feeling.",5.0 out of 5 stars
"I love my new beats. The music flows, its easy to pair with phones and computers, and the fit so easy",5.0 out of 5 stars
Purchased in July. Stopped working by September. Return window closed. Absolute junk. Don’t waste your money.,1.0 out of 5 stars
"I bought these headsets to replace a set of in ear headsets (Mpow) that just never quite were satisfactory for use at the gym and for general use. Never thought an over the ear product would work for me until I read the reviews on these Beats Solo 3 by Dr. Dre. So I had to try them.
This is my initial unsolicited review after about a week. I have the matte black color, which sometimes Amazon varies in price to drive choice. I got mine at a good time, though- Cyber sales- so it was a very competitive price.
What did I expect going in? Before I opened the box (quite a package, if you're into that sort of thing!) had good confidence that the bass sound quality would be outstanding from reputation of the Dr. Dre Beats brand. Rewarded in that regard and many other aspects as well.
Besides that though, there is a wired connection cable, and a charging cable packed inside and all the 'foo-foo' packaging you might expect from Apple, just to mention accessories you might expect.
I'm going to concentrate on what most people buy a headset for. So let's get on to the important stuff:
• Sound quality. It's unlike and greater than 90% of the headsets I have used. As an audio engineer (my past life) I have used plenty. The size of the cups is not an unusual one if you wear a lot of headsets- just over the ear as opposed a full surround, found I prefer this style these days.
• Great build quality/design of the ear cups. Fit well and very comfortable. I can easily wear for an hour at a time. After that, they begin to feel warm-ish (read I want to take them off for awhile). Most of my wear is inside the gym, haven't gone outside for a run with them, may be different impression.
• Outstanding battery life. I got them at what appeared to be 100%, apparently they weren't though. On my iPhone (11 Pro) when I looked, the power read 50%. SO I thought to run them down to the ground. I put them on days later and it read 25%. Used further for a work out for 1.5 hours and still good (20%). Gave up and recharged 'em. I will report back on a running time after full charge.
• Isolation. An over ear headphone has MUCH BETTER isolation from external sound by it's nature of the cups surrounding the ear. I my opinion these headsets DO NOT need further noise cancellation, with the possible exception of air travel. Further noise cancellation would likely affect sound quality. Have not tried the noise cancellation version which is MUCH more expensive. I have a pair of Sony noise cancelling over-the-ear type headsets for travel that do not sound as good as these but cancel plane noise VERY WELL. The thing is, they don't sound as good.
• Controls and pairing to several devices. Bluetooth is flawless and fast to pair to new devices (admittedly all Apple). Controls on the headset (pause-play,volume up/down) are VERY responsive. I did find that going from one device paired to another always requires that the second pairing be connected at the device again. The headset want to stay paired to the original device until a new device is paired. Once you have that concept it's easy to switch between sources.
• Microphone on a call sounds great to the caller and the caller sounds great in the headsets. I don't know where the mic is exactly but wherever, it works!
Listening test. I'm listening to the headsets as I write this review. I enjoy music and my favorite sounds are nothing short of magnificent played on these headsets. My positives about that are fabulous bass (expected). My only criticism is the ""mushy"" highs. So I had to engage an equalizer to improve the highs for me. On Music app you can fool with the settings. I pictured what works for me and I admit to some hearing loss, so what it means to you is only that there is no actual reproduction of ultra low bass (<30-40Hz, I'm guessing) or ultrahigh frequencies (>12KHz), which I think is to be expected on these type headphones. What is there is fairly well flat but could use boosting (again for me) and tweaking in the mid-range high frequencies. I feel that resulted in a major improvement. In my case with known music as the source and still with a bit of bass coloration, I found a sweet spot, to EQ settings as shown in the picture.
Review conclusion. An outstanding quality product! If there 4.75 stars I would give it that overall rating. Actual Rating. I'm taking off 1 star overall for less than perfect sound, likewise the bass quality because it was too overpowering out of the box and affected the frequency response. Apple knows something about audio and many folks will disagree with me. OK. My fix was minor on the computer source. However the fix for iDevices is not as easy, though I'm betting there is an app for that or soon will be because it's worth doing.
I may just get that app and use it, because these headsets are a pleasure to wear and use.",4.0 out of 5 stars
"Love these headphones, we will buy another Beats Solo3 next month after we save up. A bit spendy as compared to Sony 950 set that we returned last week, but absolutely night and day difference in sound quality. The Sony set had superb bass, but there was a trade off as treble and midrange suffered quite a bit (lacking). These Solo3 have a very balanced and deep bass, as well as detailed midrange and treble. Probably the treble was a tiny bit lacking, but full treble can be harsh I have found. I was thinking my Planetronics Backbeat did better with overall sound but after listening to them again to compare, I found the Solo3 has the mid and highs covered better as it takes the ""harshness"" out of a lot of it. Kind of cuts off the harshness of not only the treble and mids, but also the bass . No overpowering bass, but totally enough to make me happy . Listen to a lot of dubstep, and these are very pleasant sounding with that genre of music !!

Folding them up to put in the carry case didn't feel like I was going to break them, which I was worried about before I purchased. For the price they can not be beat, very happy (oh did I say that already) ? lol",5.0 out of 5 stars
"Update January 18 2019
After having to have my beats replaced FIVE times in less than a year, a person in a higher position talked to me. He made sure I got a new pair of headphones AND a new warranty. I did send them in for a replacement two days ago, because the ear coverings had started coming off again and would not stay in with the card trick. So I had that done while it was under warranty. I know that these beats won’t last forever, I am currently seeking a better alternative for when that happens.

Let me first say, I love my beats. The sound is much better than the past beats headphones. But the build quality is horrible. I knew they didn’t have the best build, but the fact that I’ve had to have my solo 3’s replaced twice in less than a year is absolutely ridiculous. I take very good care of my headphones, I’m not rough with them at all. These are way too expensive for the quality you’re getting. At least apple has been helpful.",3.0 out of 5 stars
"I waited a year to post a review as I wanted to see if they would last. Yes the sound is great. Yes the noise reduction is wonderful, but if they only last a year, they are not worth the price! I've seen comment after comment from Beats owners that after a year or less couldn't hear sound from one side. To have them repaired is $129. There are you tube videos showing you how to tear apart the faltering side and pull wires, solder and put it back together, but if you don't have the skill set, you're stuck with Beats that only have sound in one ear. Get a less expensive pair of headphones. You'll be so much happier if they break and you are not out $229",3.0 out of 5 stars
"I rearrange my home office recently. This office is my primary workplace. In the rearrangement, my computer hutch and my desk are on opposite walls. As I moved back and forth my old standby Grado SR60 cans ended up pulling out of the headphone jack or worse pulling the computer on the floor. I was looking at the Beasts solo 3 wireless as they seemed very similar to the Grados. The price was right on Prime day.

These are on ear cans so I don't expect perfect noise cancellation. That said the experience is better than expected. The sound excellent and very transparent. I can go from bass heavy rock to string quartets without needing adjustments. Wearing duration is very good, with two to three hours with fatigue. Learned not to bend too far forward or the headphones will fall off. Bonus finding, these headphones are very good for phone calls. I was listening when paired to my iPhone when I had a phone consultation. I forgot I was wearing the beats and when I realized I did not make the switch to my usual phone headset I asked about my voice clarity. I was told the call was very clear.
Finally, the pairing to my MacBook Pro and iPhone was very easy and switching between devices is just a matter of going the menu on the device I want use and selecting the Beats.

For the environment when I use these headphones they are exactly what I want. There tendency to slip off when bending and noise leakage make them a poor choice when I am woodworking.",5.0 out of 5 stars
